name;alias;description;group_type;department;group_id;sku;unit;price;VAT;purchase_price;available;reserved;last_reserved_at
Классическая чума свиней (ПЦР) (без стоимости тест-системы);;;Услуги платные;Общий прием;Общий прием;;1 проба;1350;;;;;
Копрология (метод Дарлинга);;;Услуги платные;Общий прием;Общий прием;;1 исследование;300;;;;;
Копрология (метод флотации);;;Услуги платные;Общий прием;Общий прием;;1 проба;250;;;;;
Короновирусная инфекция (вирусный перитонит кошек);;;Услуги платные;Общий прием;Общий прием;;1 проба;800;;;;;
Медитин 0.1%;;;Услуги платные;Общий прием;Общий прием;;0,1 мл;0;;;;;
Орнитоз (ПЦР 2023);;;Услуги платные;Общий прием;Общий прием;;1 проба;1250;;;;;
Орнитоз (ПЦР 2023) (без стоимости тест-системы);;;Услуги платные;Общий прием;Общий прием;;1 проба;800;;;;;
Орнитоз (ПЦР 2023) (одновременный заказ на 10 проб и выше);;;Услуги платные;Общий прием;Общий прием;;1 проба;800;;;;;
Пиелоцентез под контролем УЗИ  (без стоимости расходных материалов и седации);;;Услуги платные;Общий прием;Общий прием;;1 процедура;1000;;;;;
Прикардиоцентез под контролем УЗИ (собаки, кошки);;;Услуги платные;Общий прием;Общий прием;;1 исследование;2000;;;;;
Скрининг срочного пациента по протоколам A-FAST, T-FAST,  Vet BLUE;;;Услуги платные;Общий прием;Общий прием;;1 процедура;500;;;;;
Телазол 0,1%;;;Услуги платные;Общий прием;Общий прием;;0,1 мл;0;;;;;
Трамвет 0,5%;;;Услуги платные;Общий прием;Общий прием;;1 мл;0;;;;;
Туберкулез (ПЦР 2023);;;Услуги платные;Общий прием;Общий прием;;1 проба;1300;;;;;
Туберкулез (ПЦР 2023) (без стоимости тест-системы);;;Услуги платные;Общий прием;Общий прием;;1 проба;800;;;;;
Уретро/цистография (2024);;;Услуги платные;Общий прием;Общий прием;;1 исследование;3500;;;;;
Хламидиоз ПЦР (2023);;;;Общий прием;Общий прием;;1 проба;900;;;;;
Холецистоцентез под контролем узи под седацией без учета стоимости расходных материалов (кошки и собаки до 10 кг,);;;Услуги платные;Общий прием;Общий прием;;1 процедура;800;;;;;
Холецистоцентез под контролем узи под седацией без учета стоимости расходных материалов (собаки от 10 кг,);;;Услуги платные;Общий прием;Общий прием;;1 процедура;1000;;;;;
;;;;;;;;;;;;;
2.10.59 Обследование глаза при помощи щелевой лампы (2019);;;Услуги платные;Офтальмология;Офтальмология;4687;1 голова;203;;;;;
2.10.10 Пластика роговицы конъюнктивальным лоскутом (2019);;;Услуги платные;Офтальмология;Офтальмология;4980;1 голова;1440;;;;;
2.10.11 Поверхностная кератектомия (2019);;;Услуги платные;Офтальмология;Офтальмология;4981;1 голова;6500;;;;;
2.10.12 Субконъюнктивальная инъекция (2019);;;Услуги платные;Офтальмология;Офтальмология;4982;1 голова;120;;;;;
2.10.13 Эпиляция ресниц (2019);;;Услуги платные;Офтальмология;Офтальмология;4983;2 глаза;600;;;;;
2.10.14 Скарификация роговицы (2019);;;Услуги платные;Офтальмология;Офтальмология;4984;2 глаза;1200;;;;;
2.10.15 Временный анкилоблефарон (2019);;;Услуги платные;Офтальмология;Офтальмология;4985;2 глаза;1220;;;;;
2.10.15.1 Реконструктивная блефаропластика (2020);;;Услуги платные;Офтальмология;Офтальмология;49851;1 процедура;4400;;;;;
2.10.16 Пересадка роговицы (2019);;;Услуги платные;Офтальмология;Офтальмология;4986;1 глаз;15000;;;;;
2.10.18.1 Операция при завороте век (2019);;;Услуги платные;Офтальмология;Офтальмология;4987;1 веко;4000;;;;;
2.10.19 Удаление хрусталика (2019);;;Услуги платные;Офтальмология;Офтальмология;4989;1 голова;2034;;;;;
2.10.2 Определение состояния роговицы с помощью витальных Красителей (2019);;;Услуги платные;Офтальмология;Офтальмология;4972;1 голова;180;;;;;
2.10.20 Удаление глазного яблока (2019);;;Услуги платные;Офтальмология;Офтальмология;4990;1 голова;5000;;;;;
2.10.21 Вправление глазного яблока (2020);;;Услуги платные;Офтальмология;Офтальмология;4991;1 голова;6000;;;;;
2.10.22 Удаление третьего века (2019);;;Услуги платные;Офтальмология;Офтальмология;4992;1 веко;1200;;;;;
2.10.23 Операции на глазах при завороте, вывороте век (2019);;;Услуги платные;Офтальмология;Офтальмология;4993;1 процедура;1525;;;;;
2.10.25 Удаление аденомы третьего века (2019);;;Услуги платные;Офтальмология;Офтальмология;4995;1 веко;5000;;;;;
2.10.26 Удаление инородного тела из глаза (2019);;;Услуги платные;Офтальмология;Офтальмология;4996;1 голова;600;;;;;
2.10.26.1 Удаление инородного тела из роговицы (2019);;;Услуги платные;Офтальмология;Офтальмология;49961;1 глаз;3000;;;;;
2.10.27 Наложение швов на роговицу (2019);;;Услуги платные;Офтальмология;Офтальмология;4997;1 голова;720;;;;;
2.10.28 Окрашивание роговицы с помощью витальных красителей (2019);;;Услуги платные;Офтальмология;Офтальмология;4998;1 голова;153;;;;;
2.10.29 Проба Зейделя (2019);;;Услуги платные;Офтальмология;Офтальмология;4999;1 голова;153;;;;;
2.10.3 Исследование глазного дна (2019);;;Услуги платные;Офтальмология;Офтальмология;4973;1 голова;240;;;;;
2.10.5 Зондирование носослезных протоков (2019);;;Услуги платные;Офтальмология;Офтальмология;4975;1 голова;240;;;;;
2.10.52 Конъюнктивобуккостомия (2019);;;Услуги платные;Офтальмология;Офтальмология;5032;1 глаз;5085;;;;;
2.10.53 Экзентерация глазного яблока (2019);;;Услуги платные;Офтальмология;Офтальмология;5033;1 глаз;4068;;;;;
2.10.54 Корнеосклеральная транспозиция (2019);;;Услуги платные;Офтальмология;Офтальмология;5034;1 глаз;10000;;;;;
2.10.55 Криоапликация при пигментном кератите (2019);;;Услуги платные;Офтальмология;Офтальмология;5035;1 глаз;3559;;;;;
2.10.57. Залом хряща 3-го века (2019);;;Услуги платные;Офтальмология;Офтальмология;5038;1 глаз;2542;;;;;
2.10.58. Удаление хрусталика из передней камеры люксированный (2019);;;Услуги платные;Офтальмология;Офтальмология;5039;1 глаз;5085;;;;;
2.10.6 Пластика слезной железы 3-го века (2019);;;Услуги платные;Офтальмология;Офтальмология;4976;1 глаз;5500;;;;;
2.10.60 Вправление слезной железы Гарднера (2019);;;Услуги платные;Офтальмология;Офтальмология;50391;1 глаз;508;;;;;
2.10.60 Офтальмотонометрия (2019);;;Услуги платные;Офтальмология;Офтальмология;49711;1 голова;203;;;;;
2.10.60.3 Активация слезной точки (2019);;;Услуги платные;Офтальмология;Офтальмология;503913;1 глаз;2034;;;;;
2.10.61 Эвисцерация глазного яблока (2019);;;Услуги платные;Офтальмология;Офтальмология;503911;1 глаз;3000;;;;;
2.10.62 Промывание слезных каналов (2019);;;Услуги платные;Офтальмология;Офтальмология;503912;1 глаз;500;;;;;
2.10.64 Интракапсулярная экстракция катаракты (2019);;;Услуги платные;Офтальмология;Офтальмология;46871;1 глаз;12000;;;;;
2.10.65 Термокоагуляция Т-образного хряща третьего века (2019);;;Услуги платные;Офтальмология;Офтальмология;46871;1 глаз;4000;;;;;
2.10.66 Хирургическая коррекция залома Т-образного хряща третьего века (2019);;;Услуги платные;Офтальмология;Офтальмология;46872;1 глаз;5000;;;;;
2.10.67 Медиальная кантопластика (2019);;;Услуги платные;Офтальмология;Офтальмология;46874;1 глаз;6000;;;;;
2.10.68 Клиновидная резекция новообразований века (2019);;;Услуги платные;Офтальмология;Офтальмология;456875;1 глаз;5500;;;;;
2.10.69 Инстилляция капель (2019);;;Услуги платные;Офтальмология;Офтальмология;46877;1 процедура;50;;;;;
2.10.7 Пластика роговицы лоскутом 3-го века (2019);;;Услуги платные;Офтальмология;Офтальмология;4977;1 голова;1200;;;;;
2.10.70 Парабульбарная инъекция (2019);;;Услуги платные;Офтальмология;Офтальмология;46878;за 1 инъекцию;150;;;;;
2.10.71 Ретробульбарная инъекция (2019);;;Услуги платные;Офтальмология;Офтальмология;46879;за 1 инъекцию;200;;;;;
2.10.72 Кератотомия решетчатая (2019);;;Услуги платные;Офтальмология;Офтальмология;468710;1 процедура;350;;;;;
2.10.73 Снятие швов (микрохирургия) (2019);;;Услуги платные;Офтальмология;Офтальмология;468711;1 процедура;300;;;;;
2.10.8 Удаление дермоида (2019);;;Услуги платные;Офтальмология;Офтальмология;4978;1 глаз;4000;;;;;
2.10.9 Операция при эверсии и инверсии 3-го века (2019);;;Услуги платные;Офтальмология;Офтальмология;4979;1 глаз;960;;;;;
2.10.27.1 Наложение швов (микрохирургия) (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 процедура;300;;;;;
2.10.30 Определение показателей общей слезопродукции (исследование истиной слезопродукции) (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;153;;;;;
2.10.31 Исследование слезовыведения (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;203;;;;;
2.10.32 Дакриориноцистография (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;2542;;;;;
2.10.33 Гониоскопия (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;814;;;;;
2.10.34.1. С линзой (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;254;;;;;
2.10.34.2. С офтальмоскопом (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;356;;;;;
2.10.36 Криоэпиляция ресниц (одно веко) (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 веко;712;;;;;
2.10.37 Снятие швов с роговицы (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;600;;;;;
2.10.38 Удаление халязиона (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;1220;;;;;
2.10.39 Удаление эктопической ресницы (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;3500;;;;;
2.10.4 Определение показателей общей слезопродукции (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;120;;;;;
2.10.40 Криодеструкция роговицы (криоапликация при пигментозном кератите) (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;2542;;;;;
2.10.40.1 Криодеструкция образований (2020);;;Услуги платные;Офтальмология;Офтальмология;;1 процедура;1500;;;;;
2.10.40.1 Центез передней камеры глаза (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 процедура;200;;;;;
2.10.42 Офтальмологический осмотр помета (более 2 голов) (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 помет;1017;;;;;
2.10.43 Удаление патологического эпителия (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;1017;;;;;
2.10.44.1. Лечение катаракты традиционным методом (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;4068;;;;;
2.10.44.2.Лечение катаракты.  Факоэмульсификация (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;8136;;;;;
2.10.44.3. Лечение катаракты. Постановка линзы (без стоимости линзы) (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;6102;;;;;
2.10.45. Протезирование глазного яблока (без стоимости протеза) (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;5000;;;;;
2.10.46.1 Операция при глаукоме: Клапан Ахмеда (без стоимости клапана) (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;10170;;;;;
2.10.46.2. Операция при глаукоме: Циклокриодеструкция (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;6610;;;;;
2.10.46.3. Операция при глаукоме: Циклодиализ (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;6508;;;;;
2.10.47.1.  Транспозиция слюного протока: закрытый метод (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;10000;;;;;
2.10.47.2. Транспозиция слюного протока: открытый метод (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 голова;8000;;;;;
2.10.48. Очистка роговицы от кальцификатов (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;305;;;;;
2.10.50 Дренирование слезных точек (2019);;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;2034;;;;;
2.10.74 Витрэктомия;;;Услуги платные;Офтальмология;Офтальмология;;1 глаз;25000;;;;;
2.10.75 Тарзорафия;;;;Офтальмология;Офтальмология;;1 глаз;1800;;;;;
2.10.76 Интравитреальная инъекция;;;;Офтальмология;Офтальмология;;1 процедура;840;;;;;
2.10.77 Интракамеральная инъекеция;;;;Офтальмология;Офтальмология;;1 процедура;840;;;;;
2.10.78 Латеральная кантопластика;;;;Офтальмология;Офтальмология;;1 глаз;9600;;;;;
2.10.79 Пластика роговицы конъюнктивальным лоскутом на ножке;;;;Офтальмология;Офтальмология;;1 глаз;12000;;;;;
2.10.80 Интракапсулярная экстракция хрусталика;;;;Офтальмология;Офтальмология;;1 глаз;12000;;;;;
;;;;;;;;;;;;;
5.2.22 ИХА крови (Прогестерон);;;Услуги платные;Лаборатория;Лаборатория;51192;1 исследование;1700;;;;;
5.2.22 ИХА крови (Т3 общий);;;Услуги платные;Лаборатория;Лаборатория;51192;1 исследование;1250;;;;;
5.2.22 ИХА крови (Т4 общий);;;Услуги платные;Лаборатория;Лаборатория;51192;1 исследование;1250;;;;;
5.2.22 ИХА крови (Т4 свободный);;;Услуги платные;Лаборатория;Лаборатория;51192;1 исследование;1250;;;;;
5.2.22 ИХА крови (ТТГ);;;Услуги платные;Лаборатория;Лаборатория;51192;1 исследование;1250;;;;;
5.2.8 Хламидиоз (РСК и РДСК) (2023);;;Услуги платные;Лаборатория;Лаборатория;5128;1 проба;600;;;;;
5.2.8 Хламидиоз (РСК и РДСК) (без стоимости диагностики 2023);;;Услуги платные;Лаборатория;Лаборатория;5128;1 проба;450;;;;;
5.2.9 Сап (РА);;;Услуги платные;Лаборатория;Лаборатория;5129;1 проба;500;;;;;
5.2.9 Сап (РА) (без стоимости диагностики 2023);;;Услуги платные;Лаборатория;Лаборатория;5129;1 проба;400;;;;;
5.3 Вирусологические исследования;;;Услуги платные;Лаборатория;Лаборатория;5130;1 показатель;0;;;;;
5.3.10 Африканская чума свиней (РПИФ);;;Услуги платные;Лаборатория;Лаборатория;5132;1 проба;390;;;;;
5.3.11 Классическая чума свиней (ИФА);;;Услуги платные;Лаборатория;Лаборатория;5133;1 проба;180;;;;;
5.3.12 Трансмиссивный гастроэнтерит свиней (ИФА);;;Услуги платные;Лаборатория;Лаборатория;5134;1 проба;160;;;;;
5.3.13 Парвовирусная болезнь свиней (РТГА);;;Услуги платные;Лаборатория;Лаборатория;5135;1 проба;120;;;;;
5.3.14 Репродуктивно-респираторный синдром свиней (ИФА);;;Услуги платные;Лаборатория;Лаборатория;5136;1 проба;180;;;;;
5.3.17 Исследование по выявлению хламидиоза (2022);;;Услуги платные;Лаборатория;Лаборатория;5139;1 проба;900;;;;;
5.3.18 Исследование по выявлению микоплазмоза (2022);;;Услуги платные;Лаборатория;Лаборатория;5140;1 проба;900;;;;;
5.3.19 Исследование по выявлению иерсиниоза (ПЦР);;;Услуги платные;Лаборатория;Лаборатория;5141;1 проба;465;;;;;
5.3.2 Парвовирусный энтерит собак, панлейкопения кошек (ИФА);;;Услуги платные;Лаборатория;Лаборатория;5142;1 проба;220;;;;;
5.3.21 Исследование по выявлению паратуберкулеза;;;Услуги платные;Лаборатория;Лаборатория;5144;1 проба;345;;;;;
5.3.23 Исследование по выявлению туберкулеза;;;Услуги платные;Лаборатория;Лаборатория;5146;1 проба;345;;;;;
5.3.24 Исследование по выявлению ринотрахеита (ПЦР 2022 у кошек);;;Услуги платные;Лаборатория;Лаборатория;5147;1 проба;900;;;;;
5.3.25 Чума плотоядных (2022);;;Услуги платные;Лаборатория;Лаборатория;5148;1 исследование;900;;;;;
5.3.29 ПЦР (Бордетеллез);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;900;;;;;
5.3.29 ПЦР (Герпес вирус собак);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;900;;;;;
5.3.29 ПЦР (Дирофиляриоз);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;1000;;;;;
5.3.29 ПЦР (кампилобактериоз 2022);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;900;;;;;
5.3.29 ПЦР (Клостридиоз);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;1000;;;;;
5.3.29 ПЦР (КОЛИПОЛ);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;1000;;;;;
5.3.29 ПЦР (Коронавирусный энтерит 2022);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;800;;;;;
5.3.29 ПЦР (Лямблиоз);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;900;;;;;
5.3.29 ПЦР (Парвовирусный энтерит собак, панлейкопения кошек 2022);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;900;;;;;
5.3.29 ПЦР (Пироплазмоз);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;900;;;;;
5.3.29 ПЦР (Сальмонеллез 2022);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;900;;;;;
5.3.29 ПЦР (Трихомоноз);;;Услуги платные;Лаборатория;Лаборатория;5152;1 исследование;1000;;;;;
5.3.3 Уреаплазмоз (2022);;;Услуги платные;Лаборатория;Лаборатория;5153;1 проба;900;;;;;
5.3.31 плазма;;;Услуги платные;Лаборатория;Лаборатория;5155;1 исследование;345;;;;;
5.3.32 асцитная жидкость/кал;;;Услуги платные;Лаборатория;Лаборатория;5156;1 исследование;345;;;;;
5.3.33 плазма+асцитная жидкость/кал;;;Услуги платные;Лаборатория;Лаборатория;5157;комплекс исследований;400;;;;;
5.3.35  Вирусный гепатит собак (Аденовирус первого типа (CAV 1) (2020  (выбрать лабораторию));;;Услуги платные;Лаборатория;Лаборатория;5159;1 исследование;519;;;;;
5.3.35  Вирусный гепатит собак (Аденовирус первого типа (CAV 1) (КДЛ ПЦР);;;Услуги платные;Лаборатория;Лаборатория;5159;1 исследование;900;;;;;
5.3.36 Аденовирус второго типа (CAV 2) (2020  (выбрать лабораторию));;;Услуги платные;Лаборатория;Лаборатория;5160;;519;;;;;
5.3.36 Аденовирус второго типа (CAV 2) (КДЛ);;;Услуги платные;Лаборатория;Лаборатория;5160;1 исследование;900;;;;;
5.3.37 (CAV 1) + (CAV 2);;;Услуги платные;Лаборатория;Лаборатория;5161;комплекс исследований;400;;;;;
5.3.38 Исследование по выявлению сальмонеллеза (2023);;;Услуги платные;Лаборатория;Лаборатория;5162;1 исследование;700;;;;;
5.3.4 Аденовирусная инфекция (ПЦР);;;Услуги платные;Лаборатория;Лаборатория;5164;1 проба;900;;;;;
"5.3.45 Исследование по вывлению вируса классической чумы свиней методом ПЦР в режиме ""реального времени""";;;Услуги платные;Лаборатория;Лаборатория;5170;1 проба;400;;;;;
5.3.46 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом для идентификации гена растительного белка лектина сои (LEC);;;Услуги платные;Лаборатория;Лаборатория;5171;1 проба;1022;;;;;
5.3.47 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом для идентификации гена растительного белка зеин кукурузы (ZEX);;;Услуги платные;Лаборатория;Лаборатория;5172;1 проба;1022;;;;;
5.3.48 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом для идентификации гена растительного пататина картофеля (PATEX);;;Услуги платные;Лаборатория;Лаборатория;5173;1 проба;1022;;;;;
5.3.49 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом на определение 35S (E35S) промотора ВМЦК;;;Услуги платные;Лаборатория;Лаборатория;5174;1 проба;1022;;;;;
5.3.5 Вирусная лейкемия кошек (ПЦР 2022);;;Услуги платные;Лаборатория;Лаборатория;5175;1 проба;850;;;;;
5.3.50 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом на определение NOS терминатора;;;Услуги платные;Лаборатория;Лаборатория;5176;1 проба;1022;;;;;
5.3.51 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом на определение СР4-гена (гербицидоустойчивости);;;Услуги платные;Лаборатория;Лаборатория;5177;1 проба;1022;;;;;
5.3.52 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом на определение Cryla-гена (устойчивости к насекомым);;;Услуги платные;Лаборатория;Лаборатория;5178;1 проба;1022;;;;;
5.3.53 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом на определение Cryllla-гена (устойчивости к насекомым);;;Услуги платные;Лаборатория;Лаборатория;5179;2 проба;1022;;;;;
5.3.54 Исследование одной пробы на наличие содержание генетически модифицированных источников растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом на определение NPTII-гена (устойчивости к антибиотику);;;Услуги платные;Лаборатория;Лаборатория;5180;3 проба;1022;;;;;
5.3.55 Исследование одной пробы для выявления ДНК сои и кукурузы и идентификации генетически модифицированных источников проиотора 35S растительного происхождения в продуктах питания, пищевом сырье, кормах качественным методом;;;Услуги платные;Лаборатория;Лаборатория;5181;1 проба;957;;;;;
5.3.6 Вирусный иммунодефицит кошек (ПЦР 2022);;;Услуги платные;Лаборатория;Лаборатория;5182;1 проба;850;;;;;
5.3.7 Парвовирусный энтерит собак, панлейкопения кошек, ПАРВО-тест (Экспресс 2022);;;Услуги платные;Лаборатория;Лаборатория;5183;1 исследование;2060;;;;;
5.3.8 Бешенство (выдача дубликата об исследовании крови на наличие антител к вирусу бешенства);;;Услуги платные;Лаборатория;Лаборатория;5184;1 документ;650;;;;;
5.3.8 Бешенство (определение титра антител к вирусу бешенства в сыворотке крови животных за 14 дней);;;Услуги платные;Лаборатория;Лаборатория;5184;1 исследование;8000;;;;;
5.3.8 Бешенство (определение титра антител к вирусу бешенства в сыворотке крови животных за 3-6 рабочих  дней);;;Услуги платные;Лаборатория;Лаборатория;5184;1 исследование;15000;;;;;
5.3.9 Грипп птиц (РТГА);;;Услуги платные;Лаборатория;Лаборатория;5185;1 проба;1500;;;;;
5.3.9 Грипп птиц (РТГА) (Грипп А без стоимости тест-системы, 2023);;;Услуги платные;Лаборатория;Лаборатория;5185;1 проба;800;;;;;
5.3.9 Грипп птиц (РТГА) (при условии одновременного заказа на исследование 10 проб и выше, 2023);;;Услуги платные;Лаборатория;Лаборатория;5185;1 проба;950;;;;;
5.4 Клинико-диагностические исследования;;;Услуги платные;Лаборатория;Лаборатория;5186;1 показатель;0;;;;;
5.4.1 Общеклинические исследования;;;Услуги платные;Лаборатория;Лаборатория;5187;1 показатель;0;;;;;
5.4.11 Подсчет ретикулоцитов (2022);;;Услуги платные;Лаборатория;Лаборатория;5189;1 исследование;500;;;;;
5.4.12 Исследование кала (Копрограмма) (2024);;;Услуги платные;Лаборатория;Лаборатория;5190;1 исследование;500;;;;;
5.4.14 Исследование кала на простейших,  яйца гельминтов (,  (комплексное исследование , 3 метода) 2022);;;Услуги платные;Лаборатория;Лаборатория;5192;исследование;500;;;;;
5.4.16 Биохимическое исследование крови (2022);;;Услуги платные;Лаборатория;Лаборатория;5194;1 показатель;200;;;;;
5.4.17 Биохимия крови (общий профиль) (2022);;;Услуги платные;Лаборатория;Лаборатория;5195;комплекс из 19 показателей;1800;;;;;
5.4.18 Биохимические исследования крови на креатинкиназу СК (2022);;;Услуги платные;Лаборатория;Лаборатория;5196;1 исследование;450;;;;;
5.4.19 Биохимические исследования крови на фруктозамин (2022);;;Услуги платные;Лаборатория;Лаборатория;5197;1 исследование;350;;;;;
5.4.2 Общий клинический анализ мочи (2022);;;Услуги платные;Лаборатория;Лаборатория;5198;1 исследование;600;;;;;
5.4.22 С-реактивный протеин (2024);;;Услуги платные;Лаборатория;Лаборатория;5201;1 показатель;1000;;;;;
5.4.24 Витамин А;;;Услуги платные;Лаборатория;Лаборатория;5203;1 показатель;275;;;;;
5.4.25 Витамин Е;;;Услуги платные;Лаборатория;Лаборатория;5204;1 показатель;275;;;;;
5.4.29 Биохимическое исследование мочи (2022);;;Услуги платные;Лаборатория;Лаборатория;5208;1 показатель;900;;;;;
5.4.37 Дерматомикозы животных (Микологическое исследовыание в ГВЛ 2024);;;Услуги платные;Лаборатория;Лаборатория;5217;1 исследование;1950;;;;;
5.4.37 Дерматомикозы животных (Микроскопия в ГВЛ 2024);;;Услуги платные;Лаборатория;Лаборатория;5217;1 исследование;1000;;;;;
5.4.39 Цитологические исследования;;;Услуги платные;Лаборатория;Лаборатория;5219;1 показатель;0;;;;;
5.4.40 Онкоцитология (2022);;;Услуги платные;Лаборатория;Лаборатория;5221;1 исследование;1300;;;;;
5.4.41 Цитологическое исследование пиодермий (2019);;;Услуги платные;Лаборатория;Лаборатория;5222;1 исследование;244;;;;;
5.4.42 Цитологическое исследование  кератоконьюктивитов (дифференциальная диагностика инфекционных кератоконьюктивитов) (2019);;;Услуги платные;Лаборатория;Лаборатория;5223;1 исследование;183;;;;;
5.4.5 Клинический анализ крови с подсчетом лейкограммы (2024);;;Услуги платные;Лаборатория;Лаборатория;5231;1 исследование;900;;;;;
5.4.50 Экспресс диагностика (Лейкемия кошек, Иммунодефицит кошек) (2020);;;Услуги платные;Лаборатория;Лаборатория;5232;1 исследование;2200;;;;;
5.4.51 Экспресс диагностика (Дирофиляриоз, Анаплазмоз, Эрлихиоз, Лейшманиоз 2021);;;Услуги платные;Лаборатория;Лаборатория;5233;1 исследование;2340;;;;;
5.4.51 Экспресс диагностика (лямблиоз 2020);;;Услуги платные;Лаборатория;Лаборатория;5233;1 исследование;2000;;;;;
5.4.52 Экспресс диагностика на специфическую панкреатическую  липазу (кошачью 2021);;;Услуги платные;Лаборатория;Лаборатория;5234;1 исследование;2750;;;;;
5.4.52 Экспресс диагностика на специфическую панкреатическую  липазу (собачью 2021);;;Услуги платные;Лаборатория;Лаборатория;5234;1 исследование;2960;;;;;
5.4.53 Экспресс-диагностика на желчные кислоты (2024);;;Услуги платные;Лаборатория;Лаборатория;5235;1 исследование;900;;;;;
5.4.54 Исследование коагуляционного гемостаза (2022);;;Услуги платные;Лаборатория;Лаборатория;5236;1 показатель;700;;;;;
5.4.6 Клинический анализ крови без подсчета лейкограммы (2024);;;Услуги платные;Лаборатория;Лаборатория;5242;1 исследование;600;;;;;
5.4.61 Тест на определение совместимости крови (для последующего переливания крови) (2022);;;Услуги платные;Лаборатория;Лаборатория;5244;1 исследование;900;;;;;
5.4.67 Клинико-диагностические исследования методом слайдовой химии:;;;Услуги платные;Лаборатория;Лаборатория;5250;1 показатель;0;;;;;
5.4.7 Подсчет лейкограммы (2019);;;Услуги платные;Лаборатория;Лаборатория;5253;1 исследование;200;;;;;
5.6.3 Определение пестицидов (альдрин, гептахлор, гексахлорбензол и другие);;;Услуги платные;Лаборатория;Лаборатория;5304;1 показатель;395;;;;;
5.6.30 Афлатоксин М1 в сыре ИФА;;;Услуги платные;Лаборатория;Лаборатория;5305;1 показатель;2931;;;;;
5.6.31 Охратоксин А методом ИФА;;;Услуги платные;Лаборатория;Лаборатория;5306;1 показатель;1705;;;;;
5.6.32 Охратоксин А методом ВЭЖХ;;;Услуги платные;Лаборатория;Лаборатория;5307;1 показатель;2053;;;;;
5.6.33 Зооциды (зоокумарин, крысид);;;Услуги платные;Лаборатория;Лаборатория;5308;1 показатель;980;;;;;
5.6.34 Витамины А и Е;;;Услуги платные;Лаборатория;Лаборатория;5309;1 показатель;648;;;;;
5.6.35 Бенз(а)пирен;;;Услуги платные;Лаборатория;Лаборатория;5310;1 показатель;927;;;;;
